Sub-network,Date,Latency (ms), MACs,Top-1 Acc (%)
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 09:35:03.686879,0,268485472,76.388
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 5, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 09:36:40.281643,0,274811232,76.486
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:38:22.603476,0,346780400,77.882
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 09:39:46.288876,0,266789760,76.184
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 6, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 09:41:42.207957,0,404507696,78.46
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 5, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 6, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 09:43:36.505954,0,407813040,78.432
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:45:17.701745,0,349038320,77.91
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 09:47:26.206295,0,443290928,78.586
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 09:49:18.609862,0,375926192,78.156
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 3, 6, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 09:51:13.816186,0,400907568,78.374
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 7, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 09:52:49.296405,0,329615440,77.694
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 09:54:31.647943,0,339475888,77.782
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 09:56:06.644181,0,305493088,77.302
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 09:57:56.324744,0,363614256,78.07
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 3], 'r': [224]}",2022-07-07 09:59:43.297865,0,364216688,78.072
"{'wid': None, 'ks': [5, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 5, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 3, 6, 4, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:01:54.807727,0,471251408,78.784
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 7, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 3, 4, 4, 6, 3, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:03:48.900834,0,390896816,78.19
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 10:05:37.504011,0,367245744,78.094
"{'wid': None, 'ks': [5, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 5, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 4, 6, 4, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:07:42.112268,0,475334480,78.808
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 7, 5, 7, 3, 5, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:09:48.514175,0,455726256,78.692
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 10:11:23.105857,0,305742144,77.294
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 3, 2, 3], 'r': [224]}",2022-07-07 10:12:53.379055,0,275206336,76.53
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 3, 4, 6, 3, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 10:14:27.685157,0,301883328,77.124
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 10:16:16.506226,0,369613424,78.008
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 3, 5, 7, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 4, 6, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:18:22.627193,0,460486704,78.626
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 6, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:20:29.749616,0,448446512,78.614
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 10:22:04.685444,0,327994128,77.646
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 4, 6, 6, 3], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 10:23:40.477962,0,280075168,76.662
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 7, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 4, 6, 4, 6, 3, 6, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:25:35.327531,0,404689584,78.37
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 4, 4, 4, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 4, 4, 4, 4], 'r': [224]}",2022-07-07 10:27:43.926729,0,470285520,78.81
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 3, 3, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 10:29:20.756439,0,331680432,77.706
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 5, 5, 5, 3, 7, 5, 3, 7, 7, 7, 3, 5], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 6, 3, 4, 4, 4, 3, 4, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 3], 'r': [224]}",2022-07-07 10:31:04.103362,0,358539888,77.85
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 4, 6, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 3, 4, 4, 4], 'r': [224]}",2022-07-07 10:33:31.619972,0,561719280,79.068
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 6, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 10:34:52.884806,0,258941952,75.91
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 7, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 10:36:42.494951,0,373555824,78.098
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 3, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 10:38:30.410025,0,364208144,78.01
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 6, 4, 4, 3, 6, 4, 3, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [2, 3, 4, 4, 4], 'r': [224]}",2022-07-07 10:40:35.215051,0,475978736,78.886
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 10:42:06.080023,0,281497824,76.68
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 4, 6, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:44:03.816987,0,511288432,78.984
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 10:45:27.673703,0,262112448,76.042
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 6, 4, 4, 3, 6, 4, 3, 3, 4, 6, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:47:15.312744,0,434833104,78.604
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 3, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 10:48:39.789111,0,281185616,76.55
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 6, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:50:32.606428,0,416207568,78.508
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 6, 3, 4, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:52:24.301021,0,419706896,78.568
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:54:16.402758,0,442432496,78.66
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 10:55:44.990500,0,284668320,76.79
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 6, 4, 4, 3, 6, 4, 3, 3, 4, 6, 6, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 10:57:37.002633,0,457558704,78.716
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 3, 7, 7, 5, 7, 7, 3, 5, 3, 5, 7, 5, 3, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 3], 'd': [2, 2, 3, 4, 3], 'r': [224]}",2022-07-07 10:59:16.789107,0,351971792,77.992
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 3, 4, 4, 4], 'r': [224]}",2022-07-07 11:01:20.408538,0,541700976,79.066
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 3, 6, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 3, 4, 4, 4], 'r': [224]}",2022-07-07 11:03:30.413472,0,552367728,79.17
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 6, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 11:04:57.183664,0,258941952,75.91
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 11:06:31.389130,0,297537504,77.108
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:08:06.690664,0,296917536,77.03
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:09:44.989102,0,308507232,77.372
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 3, 7, 7, 5, 7, 7, 3, 5, 3, 3, 7, 5, 3, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 4, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:11:20.389992,0,336116368,77.836
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 3, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 3, 3, 6, 4, 3, 3, 4, 4, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 3, 4, 4], 'r': [224]}",2022-07-07 11:13:13.667348,0,383567888,78.276
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 3, 7, 7, 5, 7, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 3, 3, 6, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:14:46.784467,0,326856944,77.604
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 4, 3, 3, 4, 6, 6, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:16:38.704056,0,466688688,78.776
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 4, 6, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:18:25.097113,0,475563120,78.788
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 4, 6, 3, 4, 6, 6, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:20:13.108432,0,485812016,78.788
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 3], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 2, 3], 'r': [224]}",2022-07-07 11:21:36.984672,0,270531648,76.282
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 6, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:23:31.714990,0,409866576,78.464
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 5, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:25:07.181348,0,320440688,77.546
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 3, 4, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:27:00.835392,0,525877104,78.958
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 3, 2, 3], 'r': [224]}",2022-07-07 11:28:32.876756,0,271191168,76.262
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 7, 3, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 4, 6, 6, 6, 4], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:30:31.297022,0,387837168,78.344
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 6, 3, 4], 'd': [2, 2, 3, 2, 3], 'r': [224]}",2022-07-07 11:32:02.088377,0,274361664,76.35
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 5, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 3], 'd': [2, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:33:59.606640,0,380822672,78.232
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 6, 4, 4, 3, 6, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-07-07 11:35:28.697910,0,293087520,76.95
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 5, 7, 7, 5, 5, 7, 3, 3, 3, 3, 7, 5, 3, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 3], 'r': [224]}",2022-07-07 11:37:00.295537,0,319161200,77.514
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 5, 5, 7, 7, 5, 7, 7, 3, 5, 3, 3, 7, 5, 7, 5], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 4], 'r': [224]}",2022-07-07 11:38:40.203372,0,346080752,77.83
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 3, 6, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:40:33.713273,0,541360752,79.108
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 3, 7, 7, 5, 7, 7, 7, 5, 3, 3, 7, 3, 7, 3], 'e': [4, 4, 4, 4, 6, 6, 4, 3, 6, 6, 6, 3, 6, 6, 6, 4, 6, 6, 6, 3], 'd': [3, 2, 4, 4, 4], 'r': [224]}",2022-07-07 11:42:33.508379,0,536543856,79.042
